,Unnamed: 0,id_review,date,product_id,user_rating,date_other_format,user_id,title,review
4752,1579,1617,20081123,B001CX4JSS,5,"November 23, 2008",A4KM8B32DX887,Great toothbrush!,"I had the Oral-B Sonic Complete model and liked it, but after 4 years the battery wouldn\'t charge any longer so I needed a new one.  I saw this Pulsonic brush and had read some of the reviews but wasn\'t sure it would work for me, but I decided to try it anyway.  It\'s slim and easy to hold and the brush head is the right size, fits in my mouth nicely, and I like the way it cleans.  I also like the little Precision brush that comes with it.  It does a nice job along the gumline. The noise isn\'t bad either.  If you\'ve never used an ultrasonic toothbrush, it will take a little getting used to because it feels different, but don\'t give up because they clean great.  I would highly recommend this toothbrush."
560,140,145,20101117,B00005AUIE,5,"November 17, 2010",ACT25GRD9SHZS,Have been using Venus razors for about 8 years now,"Like my title says, I\'ve been using these razors for a long time now (8+ years). These give me the closest shave and are very comfortable. I have not cut myself w/ these razors once (expect for when it was completely my own fault.... slipped and jabbed my thigh w/ the hand w/ the razor in it as I was trying to regain balance.... BIG gash, lots of blood, not pretty!! Moral: be careful!). All in all, these are really good razors, easy to replace by popping out the old and putting in the new ones, gives a close shave, and doesn\'t nick you (unless you\'re clumsy like me).Definitely would recommend!    "
3246,73,74,20080908,B00006ANDK,5,"September 8, 2008",A25DP89FTYM804,Oral-B Sensitive brush heads,The product is very good.  I have lichen plantes in my mouth and this soft brush works best for me.  Excellent service.
1303,883,910,20070724,B000MLNVU8,5,"July 24, 2007",AZNRGVIMEAOGO,Best a man can get !,"is the best blade shaving system ever invented , 6 blades and the massaging are awesome .grip and control is perfectno irritation after savevery smoothlong lasting bladesexcellent product    "
6128,2955,3035,20120111,B003UKR67M,1,"January 11, 2012",A3B2RBVMUYPU1Y,"Com\'on ORAL-B, stop SUCKING money!","I\'ve purchased this item before couple of times. Last time I purchased it in 2010, ordered 2 each at $15.57, and now it\'s $29.99! It\'s time to choose other alternative brands, and stop paying ORAL-B for same quality product at twice price!!!"
3825,652,667,20101122,B0002KHU3I,5,"November 22, 2010",A2N6ZVZKD75MTZ,Great Price!,What more can I say... great product at a much better price than even the discount stores.  Free shipping when you do the recuring purchase option too!
4194,1021,1043,20091215,B000AUIFCA,5,"December 15, 2009",ASGMEWJPLZ6MM,Oral B Floss action 3 pack,Product was just what I was looking for at a fair price.  Arrived on time
6540,304,312,20100618,B004IS92L8,5,"June 18, 2010",A19RW25Q6206I3,Flat 2 volume is the name and it fits...,"This is a great shampoo....I found no buildup after a weeks worth of daily use, lots of volume, and using a blow dryer and brush did not seem to produce splits as with my previous conditioners (salon selectives, and paul mitchel).  I will note I did not use the recommended shampoo, I get dry scalp so I use a teatree product to address that and this as a conditioner.  Also liked that i felt I did not need to load it on like with some products to work it thru my hair.... "
4990,1817,1862,20120503,B002HWS9FW,5,"May 3, 2012",A3HXIPQVAR8K75,One word= Awesome!,All you need to know is this is a \'10\' on a rating scale. Best toothbrush I ever owned for that price.Hands down the best one. One word = Awesome!
6580,344,352,20110912,B004ISB3AG,3,"September 12, 2011",A18C7ORHB8M6AO,Pantene Volume Shampoo,"I have been using this for a few weeks. If your looking for a daily shampoo and not too concerned about volume, this is meant for you. "
2128,1708,1764,20090603,B0028K3IZY,5,"June 3, 2009",ANONYMOUS,Really Disappears,"The deodorant is white in the container, but goes on clear.  I tried it with dark shirts, black and blue, and no whiteness appeared as I have noticed happens with other products.I compared this with two other high end name brand products, armpit to armpit, and this works just as well if not better than those products.  I should also note that you should watch the container sizes.  This is 2.6oz, while the other 2 I tried were 2oz and 1.7oz, so be careful comparing prices.Highly recommended if you like to wear dark colors, or at anytime for that matter.    "
5296,2123,2173,20110328,B002HWS9GG,5,"March 28, 2011",A21PADCUQ1SZ9O,Great Toothbrush!,"Purchased this item over 6 months ago and love it. I previously has a Sonicare toothbrush and I liked it a lot but I believe I like this Oral-B better.It has been very dependable and leaves my teeth as clean as if I had just left the dentist after a professional cleaning.The only minor thing that needs changed is the button that selects what type of action for the toothbrush head is a little too close to the on/off button and sometimes is pushed while brushing my teeth.Otherwise, I love this product and when it wears out I will certainly buy another one!"
4330,1157,1184,20111219,B000AUIFCA,5,"December 19, 2011",A12KMI80DUMI2Q,Just as described,"Great product, arrived just as described.  Cheaper price than in store.  Will definitely order again next time I need them."
2060,1640,1693,20110905,B001JQLNGY,3,"September 5, 2011",A2VR04QG71OHMC,"Great blades, but wasteful","I just wish the regular cartridges were this cheap, I remove these from the handles and use them on the metal handle. Such a waste, but at 50% less than cartridges...    "
5073,1900,1945,20110130,B002HWS9FW,5,"January 30, 2011",A3QO1NUCAKMNG,Could it be better?,The only way this electric tooth brush could be better is if it never needed new batteries.  It is better than the rechargable chorded type because it takes up less space on your bathroom sink and does not occupy a power source.
2708,2288,2366,20101014,B003EMXLIE,5,"October 14, 2010",A18TPVRCZRNU34,Smooth shave!,"These cartridges are way better than the older Fusion cartridges. Also, this is definitely an improvement over the Mach 3 razor.    "
4627,1454,1487,20100823,B001CX4JSS,5,"August 23, 2010",A2J567322AOV0F,Great!,"I bought this for my mom, and she likes it a lot! I personally use another Oral-B toothbrush, but she travels a lot, and this worked better for her. Nice for the price."
68,68,68,20111218,B00284B58M,5,"December 18, 2011",A3TKUFBYNY8SBW,Best Brand,"Alaways is the best brand on the market and my daughters just love them. It\'s not much really say other than that this brand is very, very reliable and comfortable. My daughters and I highly recommend this brand to other young teen girls and women. You can find this product for a great buy on Amazon."
6690,31,31,20081226,B001GCU10U,5,"December 26, 2008",APRWXSV2YXHHV,Gettin the job done.,"I ordered these pups through that automatic delivery system. It saves  my wife the hassle of running out and the price was attractive.  From what I understand, they are as comfortable as could be expected considering. I have not noticed any spotting on the sheets or in the laundry so I would say this product is getting the job done! Stoked."
5598,2425,2481,20100426,B002HWS9GG,4,"April 26, 2010",A1IHQR1NT6CKVR,"Feature-laden, but not perfect","After reading the reviews on Consumer Reports\' web site, I decided to buy the Oral-B Professional Care Smart Series 5000 with Smart Guide because it received high ratings.The brush is feature-laden (read the product description), but I feel it has a couple of flaws.1) The Power button and the Mode button, used to switch brushing modes, are too close together. I find myself wrapping my thumb around the handle to hold it while brushing and, sometimes inadvertently, hitting the Mode button. So, I\'ll be brushing in one mode and then the brush will switch to a different mode -- this makes me have to hit the Mode button 3-4 times to cycle back through to the mode I want to use. Again, this is my fault, but I also blame it on the design of the brush.2) I find the brush head bristles to be way too hard/harsh. I have these brush heads: Floss Action, Precision Clean and Pro White. I am going to buy the so-called Sensitive brush head and give it a try. If you have sensitive teeth/gums, like I do, then you may want to reconsider buying this brush or make sure you buy the Sensitive brush heads from the start.Other than these two \'flaws\', this is an awesome brush!"
2495,2075,2151,20110811,B003987CL0,1,"August 11, 2011",A1NZ3CJXYWMMD3,"As a Gillette Fusion user, I am thoroughly disappointed","I tried this razor and it is terrible.  I was thoroughly disappointed.  I need to shave everyday because I am in the Army and I have always used Gillette Fusion.  The ProGlide often doesn\'t get a close enough shave and is easier to miss spots.  I\'ve been using the razors for 2 weeks and I have cut myself three times.  I never had the same problems with the older version of Gillette\'s Fusion.  I threw these blades away because they are so bad, what a waste of money.    "
5180,2007,2055,20110903,B002HWS9GG,5,"September 3, 2011",AQB5UU2OVAML,Great toothbrush,I got this toothbrush about 1 month ago its design and features are the best and after 1 month feel that my tooth are more shiny than before
5717,2544,2603,20100801,B003CP12QG,4,"August 1, 2010",A6VXZ1EEPRTLV,Pulsar . . . continuing the evolution of the toothbrush,"Oral B\'s Pulsar, is a battery powered disposable toothbrush that cleans using specially designed vibrating bristles, rather than a rotating circular head.  The vibrating action is similar to a Sonicare, as the bristles scrub the teeth, and stimulate the gums.  It\'s a matter of personal preference, but this method may be more comfortable, and do a better job at cleaning, than a rotary brush.  And children may find it more fun to use.How many brushes the Pulsar is good for is not specified, but the non-replaceable Duracell battery, is supposed to have enough juice to power the brush for three months.  The brush is relatively quiet, but the power delivered to the bristles is pretty substantial, with enough vibration and force to do a good job of cleaning.  Typical for Oral B\'s manual toothbrushes, the handle is ergonomically designed, with ridged rubber strips for better grip, and isn\'t oversized, like many electric toothbrushes.  Separate on and off buttons, are located on the handle.The Pulsar is being packaged and sold in various quantities.  At present, between four to five dollars per brush, is a good price, however that much, for a device that lasts just three months, is a bit pricey, when you consider that a rechargeable toothbrush like Oral B\'s Vitality can be had for less than twenty dollars.  Amazon is not the best source for great deals on household products, so check your local store for a better price.  For some mysterious reason, the Pulsar two pack is another of the many products that Amazon will only ship to the 48 contiguous states.  The four star rating is primarily for the performance of the product, as the replacement cost will vary.Relatively compact, convenient, and comfortable to use, the Pulsar is great when traveling, or for a quick refresher at work."
240,240,241,20100403,B0029NYQHO,2,"April 3, 2010",A17GK9E70O7Y9R,Product has changed......,"I miss the old product.  They have changed the adhesive and it sticks so tightly to underwear that the napkin will shread in removel. A messy product...and will not buy again.  I have purchased for close to 20 years, the original product, and willing to spend the extra money.  No longer"
4229,1056,1079,20090310,B000AUIFCA,2,"March 10, 2009",A2DJNIB7CLC1VU,Not for Tender Teeth,The advertised \'floss action\' comes at the expense of somewhat rough treatment.  I subsequently purchased the Oral B Sensitive brush heads and found them to be much more comfortable.
6794,135,135,20110607,B00284B59G,5,"June 7, 2011",A39AGZN3KG66GA,It\'s about time!,"After our son was born, my periods became exceptionally heavy. Enough that I broke through a Super Plus tampon onto a full-sized pad every 1-2 hours for about one day. I tried the Tampax Pearl Ultra as a sample and have been buying them ever since, they are great! They have given me the freedom again not to be tied to the nearest bathroom. It is also great being able to order them from Amazon since not many retailers carry them in my area. Don\'t forget to see if there is an Amazon coupon. I got an additional discount both times I ordered from Amazon. Thank you Tampax. Thank you Amazon."
5274,2101,2149,20110515,B002HWS9GG,5,"May 15, 2011",A3R38M3AGX4ZRD,I love everything about it!!,"I have had this toothbrush for about 6 months now and I would recommend it to anyone considering.  I didn\'t realize how hard I was brushing my teeth before but now I get the little red light on the clock/timer if I push too hard.  My gums NEVER bleed anymore, my teeth are so much whiter, and my mouth just feels cleaner.Mine stays charged very well.  I charge it overnight once ever 9 or 10 days after brushing my teeth for 2.5 min twice a day.I really like the clock too! :)"
971,551,571,20060905,B000BUUVTE,2,"September 5, 2006",A3J6GVLYFFCVGB,Not for thick beards,"Let\'s get this straight from the beginning:  I hate shaving.  I have a very thick beard that grows very fast -- if I shave first thing in the morning, I actually need a shave again by 5 o\'clock.  And I have to go over every area at least twice to get a close shave.  I spend an inordinate amount of time doing something that I hate.  So, I will gladly try any new product that promises to make shaving a bit easier.With five blades, the Fusion looked to be the holy grail of shaving.  I\'ve been using a Mach 3 for years, and it works better than just about anything else (though my Panasonic linear electric is great in its own right).  I figured if three blades are good, five should be better.  Right?Well, unfortunately not.  The five blades on the Fusion are on a head about the same size as the Mach 3, which only has three blades.  This means the blades on the Fusion are much closer together, which Gillette says will give you a closer shave.  This might be true for average beards, but if you have a thick beard, the blades are actually TOO close together.  I find that the Fusion just kind of skips over my whiskers without cutting, especially if I shave with the grain.  So, I actually have to spend a longer time shaving with the Fusion than I did with the Mach 3, and I have to go against the grain more often.  I\'ve switched back to the Mach 3.However, one thing I really do like on the Fusion is the single blade on the back.  That is really excellent for shaving those hard to reach areas under the nose, and for straightening out sideburns.  I just hope they come out with a Fusion Platinum Edition or something, with a bigger razor head that spreads the blades out a bit more.    "
2481,2061,2136,20111115,B003987CL0,5,"November 15, 2011",A35C1Y3Z0HWAU0,Baby Skin Smoothness,"I really believe the Gillette Fusion Proglide Power Razor is the best razor I have ever used. I am able to shave with the grain and against the grain on my neck and face without any irritation or razor burn. Where I see the greatest difference between this razor and razors like Mach 3 and the Gillete Power Fusion is when I shave my head. I have been shaving my head for 10 years and I remember the first time I used the Gillette Proglide on my head, I couldn\'t believe how baby skin soft my head felt. Over these 10 years I tried just about every new razor there was on my head. I shave my head once a day and sometimes twice. On a rare occasion I even shaved it three times. I shave my entire head usually twice with the grain and twice or more against the grain using a moderate degree of pressure and I can truthfully say it leaves my head the smoothest of anything I ever tried. I have had no razor burn or cuts with this Power Proglide razor.  I have used many types of shaving creams with the Proglide razor like Nivea for Sensitive Skin, various types of Edge gell, Aveeno, Aloe Vera Gel, Shaving Secret oil, hair conditioner, bottled shampoo, moisturizers, shaving mug soap with brush and even dial bath soap brushed into a lather with my shaving brush. I can honestly say that there is not too much difference with using these shaving gels/soaps with the Gillette Power Proglide.The product that I found to give me the closest smooth head with the Power Proglide is the Nivea Shave Gel for Sensitive Skin. I can usually get about 5 complete head shaves (several times with the grain and against the grain) and beard shaves  with one razor before I need to replace it. The trimmer is quite helpful to trim around and outline my beard, goatee, mustache and even the occasional eyebrow. The only negative for this razor is the price.If you want the most baby skin smooth head and face, you will want to try this razor.    "
5553,2380,2436,20100925,B002HWS9GG,5,"September 25, 2010",A2J9767WL816PH,So glad I listened to my Periodontist!,"For over 5 years I\'d been using the Sonicare toothbrush thinking I was doing a great job on my teeth and gums.  I\'ve always had severe gum problems and have had many gum grafts.  Until it dawned on me that I\'m still having gum problems so I switched to a new Periodontist who informed me that the Sonicare was tearing up all my gum grafts that were done.  He highly recommended the Oral B.  So I switched and what a huge difference.  It goes around the tooth which is what their instruments do at the dentist.  After using it for a almost 3 months, I can see a huge difference!  My gums and teeth feel clean but not all tore up.  I can\'t wait to go back to the Periodontist and show him the difference in my whole mouth.  The ORal B 5000 has a little digital clock that shows you when you\'re brushing too hard which has made a big difference in the way I brush and a 30 second timer to show you when to switch quadrants.  I\'ve always thought that really scrubbing my teeth was the way to go but not so! This brush shows you how to do it right.  I\'m excited about my new findings as I\'m spent so much time, money and pain in improving my gums. I feel for the first time, I\'m getting it right!"
2648,2228,2306,20111022,B003EMM4P0,5,"October 22, 2011",A3FGWM78573GZU,I\'m Impressed,I first found this at Walmart. I have to say that I was impressed that such a thing existed. I like how easy it is to use and that it doesn\'t cut all of the hair. Razor burn is non-existent. My hubby even uses it. I am pleased with my purchase.    
4636,1463,1496,20100722,B001CX4JSS,4,"July 22, 2010",A1RRMZKOMZ2M7J,Good value,"I\'ve had the Pulsonic over a month now. It\'s my first sonic brush and my teeth were a wee bit sensitive at first, but I got over it.The Pulsonic replacement brushes are more affordable than most, which was one of the factors into my purchase decision. In addition, it runs SO long on a battery charge, it\'s just amazing. The 30 second timer to move to another quadrant to brush is a nice feature. Not to mention the mail-in rebate that was available when I purchased - now expired but check the Oral-B website to see if there is anything new.I still miss my Interplak with rotary head that lasted me 15 years before the battery couldn\'t hold a charge anymore & brushes were near impossible to find. I wish they were still making the Interplak but the Pulsonic is a good replacement, even though it\'s not a rotary head brush."
6780,121,121,20120319,B00284B59G,1,"March 19, 2012",A1KACOMYN3BAI2,Great product - terrible price,The product is excellent. My issue is the price. I found the same product with the same quantity of 36 at my local Target for $7.49 each box.
5840,2667,2735,20100831,B003UKKHB4,5,"August 31, 2010",A1ZO9D554VQO9F,"Does what it should, and makes my teeth feel smooth","Everyone in my family has an electric toothbrush, although I have had the cheapest one for years...one of those Oral B Cross Action units that you can get for a tenth of the price.  Those are shaped more like a conventional toothbrush, rectangular,rather than round like this unit.  I always thought the Cross Action did a good enough job so I never splurged on a more expensive unit.  Well, after trying the Oral-b 3000, I find I like the 3000 much better.  I have less of a tendency to \'brush\' my teeth with the 3000, and I know you aren\'t supposed to brush with an electric toothbrush, just move the brush around slowly.  Being smaller in head size, it is easier to maneuver and I feel it does a better job getting  to all the teeth surfaces.  I love the added bonus of the 30 second timer on  the 3000.  At first I thought something was wrong when every 30 seconds it would seem like the toothbrush was powering down, but it just is a timer to let you know to move on.  It has a 2 minute timer so you can focus on doing 30 seconds in each quadrant of your mouth.  How fun is that!  The red \'too much pressure\' light is also handy, and I had to push pretty hard to get to light up, such that is was uncomfortable on my teeth.  Some of you may need the warning light, but the pain was enough for me to stop the pressure.  I do like this toothbrush, but I also agree that it is costly and buying replacement heads are costly, so it is a continuing investment.  Still, these clean so much better than manual toothbrushes.  My kids have been using them for years and between the two of them they have had 1 cavity.  So perhaps these do pay for themselves in the long run."
2922,2502,2582,20070627,B004B8AZH0,2,"June 27, 2007",AH57ZIP225R54,Poor quality of blades,"I have been using this razor for about 3 months now. First off, the single blade is absolutely useless, it cuts nothing, it\'s just a gimmick. This however isnt that bad of an issue because in 90% of the replacement blades, I have gone to change the blade to find all this goop (presumably glue) all over the blade, with the single blade missing! Factor this in with the previously mentioned problems, as well as the fact that the green lubricant or whatever it is simply rinses right off of the blade head under the faucet, and it becomes pretty clear Gillette is selling this product based on gimmickry rather than quality. I feel I have given this product ample time to make sure the problems werent a fluke, but after going through literally 20 or so replacement blades, I think it\'s time to call a spade a spade. I shave my head and my face both, and have more frequent problems with nicks and cuts than other razors, and even with a fresh blade, many times it feels as though I\'m shaving my face/head with a sharp rock. needless to say this will be the last gillette product I purchase.    "
1036,616,637,20100410,B000BUUVTY,1,"April 10, 2010",A3PL648ZXD7Y10,Gillette razor blades,I purchased blades from Amazon before but these blades seem to.be very old and scratch the faceI will not purchase again    
3106,2686,2770,20110320,B004QE83VE,5,"March 20, 2011",A2K21ZQVNBVUDI,Terrific idea,"This personal shaver delivers an amazingly smooth shaving experience without any nicks or cuts. Each cartridge has two \'gel bars\' which provide a lather without the need for shaving cream. This package contains a razor, two cartridges, and a suction shower hook; the suction on the hook held for about 10 minutes on a slightly textured fiberglass shower wall.    "
2112,1692,1747,20090618,B0028K3IZY,4,"June 18, 2009",A30IP3E4MDQ36,Found myself a new deodorant!,"I\'ve been using this for the past two weeks and it\'s just amazing.Like many of the other reviewers have said, it\'s not 100% shirt friendly, but it\'s about a hundred times better then most.The smell is pleasant and not too overpowering, last a long time even during heavy work for long hours.I\'ve been using another brand of deodorant for years because it was shirt friendly, lasted a long time, and smelled good, unfortunately for that other brand this has made itself a permanent replacement.    "
4350,1177,1204,20111004,B000AUIFCA,1,"October 4, 2011",AX2POYC978LRD,Poor quality,"This doesn\'t seem like the Oral B brand that I have used before.  All three heads became loose after 3 or 4 weeks and then would pinch my lip at times.  The blue indicator bristles do not wear down in color like they should.  The Floss Action plastic bristles even broke off.  If this is truly an Oral B product, and not a counterfeit, then their quality control has suffered.  I am a dentist and recommend Oral B products on a daily basis, especially their power brushes, but for some reason this package turned out to be of a lesser quality than I am used to.  May have to go back to the Precision heads."
5992,2819,2893,20101225,B003UKM90Q,5,"December 25, 2010",A14TDBQI8AIABH,oral b vitality floss action powr toothbrush,"I read all review before buying this product, had a colgate spin brush before, didnt last a year before going dead, this product is a blast, like all other reviews u will say wow when u put it in your mouth."
983,563,584,20110131,B000BUUVTY,3,"January 31, 2011",AE982CUGWL9NO,Expensive but good,Expensive but good and probably the best price for the blades. I switched to old school double edged razor blades $0.05/blade vs $3.00 per blade!    
2669,2249,2327,20110424,B003EMPN7G,5,"April 24, 2011",A3TI72JU2R64GY,Just what I needed,"I had this original Venus razor for years until my cleaning lady dropped it causing it to break in half.  Since I had a bunch of the original cartridges, I didn\'t want to buy a newer version. Amazon to the rescue!    "
3293,120,121,20110621,B00006ANDK,3,"June 21, 2011",A2X77EA1FI2XS6,OK,"Kind of expensive and they wear out really fast. But they are good on sensitive teeth/gums like mine, so I continue to buy them."
948,528,548,20071212,B000BUUVTE,5,"December 12, 2007",A18HKWZ3QM37J9,Husband Loves His New Razor!,"I bought this for my husband (who insists on using manual razors).  He loves this razor!  He said it is a very smooth, close cut.  And he really liked the \'flip side\' sideburn trimmer.  We also bought the Fusion shaving lotion and balm, which he would recommend.    "
5365,2192,2242,20110124,B002HWS9GG,4,"January 24, 2011",A3MXLTG86DYHXU,Oral b toothbrush 5000,"The product is working well, but it was very expensive and I do not think one would need the timer, which probably adds considerably to the cost."
5129,1956,2001,20111026,B002HWS9GG,5,"October 26, 2011",A3B6VMH9N9KQX3,Fantastic,"I have used a Sonicare for the past 10 years and thought I would give the Oral B a try. This is a great toothbrush and it it works better than the Sonicare.Timer system: At first I thought the timer system was a gimmick, but this does help you brush more thoroughly.Sound: It doesnt seem as loud as the Sonicare. However, all of the good electric toothbrushes make considerable noise.Function: The floss action works great. It also seems to polish teeth better than the sonicare."
6776,117,117,20110208,B00284B56Y,5,"February 8, 2011",AP1TP992JS2CJ,"Compact, convenient, comfortable, and reliable...","What can you really say when reviewing tampons? As women we have all probably figured out what our favorite brands are and what features we find best to suit our particular needs. I use light absorbency tampons which for some reason are rather difficult to find in retail stores, and when I do find them they are typically 2 times the price of others and there isn\'t ever a generic cheaper version. I purchased this 3 pack of 20 count tampons because there was a coupon offered at the time and with subscribe and save they ended up only being around 3 dollars a box. I have always liked the comfortable plastic applicator of the tampax \'pearl\' series, the compact style (1/2 the size of a regular applicator tampon) is such a wonderful feature, especially if carrying in your purse and they\'re small enough that you could inconspicuously tote one around in your pants pocket if need be. Just in case any of you aren\'t familiar with how the compact feature works...you remove the 1/2 sized tampon from the wrapper, hold the bottom textured part of the applicator, then simply pull out the base piece which will lock into place once completely pulled out (it aligns itself behind the cotton tampon inside) then viola you have a full sized tampon to use! Very convenient! I guess that\'s everything :) Reminder to you ladies out there...always remember to use the appropriate absorbency for your flow or you risk serious injury, even death form toxic shock. I believe they should sell light absorbency tampons more places instead of forcing women to use regular absorbency due to lack of availability...it\'s very dangerous and very serious...I had a friend that nearly died of TSS and it is a horrible thing to go through."
5263,2090,2138,20110608,B002HWS9GG,5,"June 8, 2011",A1ZAUVE8RSV188,Loved it,"With the money that you pay for this you will receive a nice one.The package came very fast, and so far I didn\'t have any problem with my brush."
5884,2711,2782,20111104,B003UKKHB4,4,"November 4, 2011",A1VXIY1511XQK2,Oral B VS Sonicare flexcare,"I have owned the Sonicare Flexcare sonic electric toothbrushes the last 3 years and they break about once a year. After this last time, i thought i would give Oral B a try to see how they hold up. Unfortunately i cannot tell you if they will last a long time since i just got mine about a week ago but i can tell you the difference between the two brands.The toothbrush heads are very different. Sonicare uses a more oval shape that is smaller than a regular toothbrush(which i like because it can fit in your mouth easier) and Oral B uses a circular shape. I feel that the Oral B cleans your gums a bit better because it is more wide and can reach your gums, even when you\'re not trying to, just when you\'re normally brushing your teeth. The slimmer oval shape of the sonicares do not do this when you\'re doing a normal brushing. I feel as though this could be a plus or a con depending on the individual. some people have sensitive gums and may not like that you cannot control the Oral B to stay away from the gums, however it gets the job done all at once. Between the two, they both do a great job of getting your teeth feeling very clean, sonicare may do it very slightly better, but both are MUCH better than a regular toothbrush. I could never go back.The vibrations of the sonicares are, i feel, more controlled. When i use the Oral B\'s i can feel the vibrating in my head and my vision gets a little weird while i\'m brushing, the sonicares do not do this. This was the biggest issue for me when using the Oral B\'s. It\'s a bit annoying.The brush heads are VERY expensive for the sonicares! I buy ine from costco, and i spend about $50 for 7 brush heads. For one person, thats not so bad, but when you have a family of four, thats $50+ every 6 months. So maintaining them is not cheap. Oral B is about $40 for 8. They\'re a little bit cheaper, not by too much, but enough to give you something to think about.Overall i would say the Sonicares perform better, but often break. While the Oral B are cheaper, but i\'ve yet to see how often they break. If you are trying to decide between the two, i would look at how much you want to spend as the bottom line. They\'re both going to get your teeth exceptionally clean, and if you\'re going to have a metaphorical aneurism when your sonicare breaks, it might be a lesser disappoint to get a oral b, because if it breaks since it will be less money down the drain."
3650,477,486,20100131,B0002KHTG6,5,"January 31, 2010",A25C2M3QF9G7OQ,"Costly, but works well","I bought this on a lark, and was doubtful that it would really work. But it actually works well - you can see the difference after regular use.I use this with UltraBright toothpaste. It has received high marks in \'consumer\' magaizines for it\'s stain removal abilities, and is really cheap if you get it at Walmart (less than a dollar per tube). I use it about twice a week, and it makes a visible difference in cutting down and reversing my bad habits of lots of tea, coffee and cigarettes (far fewer of the latter than I used to, but still partake to a certain extent).I\'ve tried using UltraBright with other Oral-B brush heads and while it still works to remove stains, the Pro White works better and quicker.Worth the cost charged."
3450,277,284,20090202,B00006ANDQ,2,"February 2, 2009",A2341QT1GU34B6,Oral B Brushheads from Germany,I purchased these brushheads from Health Beauty and Beyond. The first day the first brush head fell apart. The merchant contacted the manufacter and advised that they would send a new brushhead and a return label to send the fauly merchantise back. I recieved a new single replacement brushhead but no return label to send the rest of the brushheads back for replacements. The merchant did the right thing but the manufacturer is not the greatest. I am still stuck with nine useless brushheads. The product seemed to be old stock and brittle.
4369,1196,1223,20110804,B000AUIFCA,4,"August 4, 2011",A2MPWQGNWMAAA,great brush,"Great tooth brush.  When I went in for my cleaning, it took the hygenist 1/2 the time to clean."
3517,344,352,20110115,B00006ANDQ,1,"January 15, 2011",A1XWON4931BLS,This item doesn\'t fit Oral B S-200,"Web site suggested that this set of brushes often bought with theOral B S-200 brush.  It does not fit, thus the site caused me to buysomething that is unuseable."
1495,1075,1104,20090403,B000XVTYYY,5,"April 3, 2009",A369QGLXCPJU4C,Great price from Amazon for the best know shaving blades,I ordered the Mach3 from Amazon when it was running its specials.  I saved about $3-4 per 12-pack compared to the local stores.  These blades are expensive as they are.  It helps to get a special deal once in a while from Amazon.  I wish they would include in their \'subscribe and save\'    
4937,1764,1809,20110830,B002BT9RXE,5,"August 30, 2011",AX1Z92THM075W,I love oral b,My teeth always feel so nice and clean after I use these brush heads!!! It is like going to the dentist everyday in your own home!!!
5363,2190,2240,20110127,B002HWS9GG,4,"January 27, 2011",A1YKXS6JMPXZME,Oral-B = good;  Oral-B 5000 = superfluous,"+easy to maneuver+doesn\'t \'rattle\' ones teeth+compact charging base+handy \'tip\' tray [if you share the brush in the household]-the oral-b 1000 works identical*the big question people will ask is \'sonicare vs oral-b\'?.  quick answer:  \'they\'re both equally good.\'  some will swear \'but my dentist recommended XXX to me\'.  correction - your dentist recommends whichever product manufacturer incentivises them to do so.  think critically, please.  there\'s a few published studies out there, but not many, and IMO not that all that solid/conclusive.  as a practical answer, it should be accepted that both brands are equally good for consumer use.*WHY I PREFER ORAL-BB:having owned both, the real differentiator for me is that (1) the smaller round head of oral-b makes it much easier to maneuver around.  (2) when accidentally tapping the back of the brush on your tooth, it is not as \'jarring\'.  (3) auto-pause feature when applying too much pressure;  i have been over aggressive on the gums when brushing manually.*WHY YOU COULD LIVE WITH SERIES 1000:i bought this 5000 at a good price driven by an impulsive \'get the most expensive/best\' psyche.  honestly, (1) the timer is useless, i usually brush from 2-3 minutes regardless.  (2) the different modes (massage, gentle, extra clean) are useless.  its like buying a sports car with a \'comfort\' and \'luxury\' suspension settings--do you ever switch it to those?  (3) the battery meter.... you use the toothbrush 4 minutes a day and charge it for 24 hours... are you really concerned to need to know the battery life?......  the only thing you really get is a travel case.  thats it.  (which comes on the 3000 series)"
6639,403,413,20100527,B004ISB3AG,5,"May 27, 2010",A3QY27FQHK453B,"Need volume, this is the place","I have always had very fine, flat hair that also requires frequent washings (every 2 days), this despite 42 years of coloring using a double process. I was very excited to see a new Pantene product. Since the 1970s (?) I have found this line of shampoos and conditioners not only gives me volume that looks like I have double the hair I actually have (you should see it tonight), but also improves the health of my hair, preventing and seemingly repairing breakage and split ends. I used to be plagued with split ends and now they are a thing of the past. I like this volumizing product because it enables me to do braids, thick ponytails and upswept styles with various accessories. My hair is also totally straight, so this product and other Pantene products have eliminated the need for a body perm. I will probably buy the product again. The only thing that has always bothered me is that Procter and Gamble insists on animal testing and I have six recued pet rats (often they are lab rats). I really wish they would stop this as their products are good and Pantene products are some of the best on the market. "
